family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,taxonRank,identificationRemarks,identifiedBy,previousIdentifications,typeStatus,catalogNumber,occurrenceID,associatedMedia,occurrenceRemarks,recordedBy,basisOfRecord,institutionCode,collectionCode,country,countryCode,stateProvince,county,locality,verbatimLocality,decimalLatitude,decimalLongitude,eventDate,fieldNumber,RDF_path,IMAGE_path,mediaLink
Fabaceae,Clitoria,heterophylla,,Clitoria heterophylla Lam.,Lam.,,,Du Puy & Labat,"
Clitoria heterophylla Lam.",,P0013107,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0013107,http://imager.mnhn.fr/imager3/w400/media/1441335521874bBzj82JeqRHGriRY,,"Decary, R.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Ambovombe,-25.18333,46.08333,1932-2-10,9615,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0013107.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0013107.jpg,http://mediaphoto.mnhn.fr/media/1441335521874bBzj82JeqRHGriRY
Fabaceae,Phyllodium,elegans,,Phyllodium elegans (Lour.) Desv.,(Lour.) Desv.,,,Dy Phon,"
Phyllodium elegans (Lour.) Desv.",,P00093101,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00093101,http://imager.mnhn.fr/imager3/w400/media/1441330358994QZRwI1vXD11NmM0C,,"Schmid, M.",PreservedSpecimen,MNHN,P,Vietnam,vn,,,,Région de Ban-Mé-Thuot,,,1948-12-17,756,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00093101.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00093101.jpg,http://mediaphoto.mnhn.fr/media/1441330358994QZRwI1vXD11NmM0C
Fabaceae,Intsia,bijuga,,Intsia bijuga (Colebr.) Kuntze,(Colebr.) Kuntze,,,Du Puy,"
Intsia bijuga (Colebr.) Kuntze",,P00100573,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00100573,http://imager.mnhn.fr/imager3/w400/media/1441333193693392xXEtbfWsDVKOV,,Réserves Naturelles Madagascar|Bernard,PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"Flanc nord du Mont Ambatomenavava, Canton et District Ambanja",-13.98333,48.86667,1947-11-1,1248 rn,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00100573.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00100573.jpg,http://mediaphoto.mnhn.fr/media/1441333193693392xXEtbfWsDVKOV
Fabaceae,Rhynchosia,baukea,,Rhynchosia baukea Du Puy & Labat,Du Puy & Labat,,,Du Puy & Labat,"
Rhynchosia baukea Du Puy & Labat",,P0003664,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0003664,http://imager.mnhn.fr/imager3/w400/media/1441333279205OKQdqv7JumyFyIQr,,"Decary, R.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Cap St André,-16.18333,44.45,1930-6-13,8049,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0003664.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0003664.jpg,http://mediaphoto.mnhn.fr/media/1441333279205OKQdqv7JumyFyIQr
Rubiaceae,Geophila,afzelii,,Geophila afzelii Hiern,Hiern,,,Vanthournout,"
Geophila afzelii Hiern | Geophila afzelii Hiern",,P00099826,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00099826,http://imager.mnhn.fr/imager3/w400/media/14413725684055stT8POUzRM46P5M,,"Chevalier, A.J.B.",PreservedSpecimen,MNHN,P,Côte d'Ivoire,ci,,,,"Bassin du moyen Cavally, village de Tobo et environs",,,1907-7-10,19386,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00099826.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00099826.jpg,http://mediaphoto.mnhn.fr/media/14413725684055stT8POUzRM46P5M
Myrtaceae,Metrosideros,punctata,,Metrosideros punctata J.W.Dawson,J.W.Dawson,,,Dawson,"
Metrosideros punctata J.W.Dawson",,P00110995,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00110995,http://imager.mnhn.fr/imager3/w400/media/14414218281508rfBUsaGNutmpVeg,,"MacKee, H.S.",PreservedSpecimen,MNHN,P,Nouvelle-Calédonie,nc,,,,Crête Est du Mont Taom,-20.78194,164.5875,1979-7-13,37149,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00110995.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00110995.jpg,http://mediaphoto.mnhn.fr/media/14414218281508rfBUsaGNutmpVeg
Pteridophyta,Asplenium,herpetopteris,gilpiniae,Asplenium herpetopteris Baker var. gilpiniae (Baker) Viane,(Baker) Viane,varietas,forma gilpiniae,Viane,"
Asplenium afzelii Rosendahl | Asplenium afzelii Rosendahl",,P00084811,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00084811,http://imager.mnhn.fr/imager3/w400/media/1441295606520SVO1ybjdC8FU0JsL,,"Rakotondrainibe, F.",PreservedSpecimen,MNHN,P,Madagascar,mg,antsiranana,andapa,RNI 12 du Marojejy,,-14.43667,49.775,1996-10-9,3344,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00084811.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00084811.jpg,http://mediaphoto.mnhn.fr/media/1441295606520SVO1ybjdC8FU0JsL
Fabaceae,Pterocarpus,macrocarpus,,Pterocarpus macrocarpus Kurz,Kurz,,,Dy Phon,"
Pterocarpus macrocarpus Kurz",,P00074725,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00074725,http://imager.mnhn.fr/imager3/w400/media/1441330309308SLXWW57wYSqqbLNk,,"Béjaud, M.",PreservedSpecimen,MNHN,P,Cambodge,kh,,,,"Chey Kompong soai, Kompong Thom",,,1920-2-26,402,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00074725.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00074725.jpg,http://mediaphoto.mnhn.fr/media/1441330309308SLXWW57wYSqqbLNk
Fabaceae,Colvillea,racemosa,,Colvillea racemosa Bojer,Bojer,,,Du Puy,"
Colvillea racemosa Bojer",,P00100685,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00100685,http://imager.mnhn.fr/imager3/w400/media/1441333264806jXeHWhHFbO4c5XXk,,"Perrier de la Bâthie, H.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"Ouest : Shistes permiens, vallée jurra-triasiques, vers la vallée du Mangoky",,,1910-8,3070,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00100685.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00100685.jpg,http://mediaphoto.mnhn.fr/media/1441333264806jXeHWhHFbO4c5XXk
Solanaceae,Solanum,lasiocarpum,lasiocarpum,Solanum lasiocarpum Dunal var. lasiocarpum Dunal,Dunal,varietas,,Dy Phon,"
Solanum lasiocarpum Dunal",,P00055985,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00055985,http://imager.mnhn.fr/imager3/w400/media/14413640597370JTiRpG9q3kbIvt7,,"Geoffray, C.",PreservedSpecimen,MNHN,P,Cambodge,kh,,,,Kampot,,,1903-8-23,69,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00055985.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00055985.jpg,http://mediaphoto.mnhn.fr/media/14413640597370JTiRpG9q3kbIvt7
Asteraceae,Elephantopus,scaber,,Elephantopus scaber L.,L.,,,,"
Elephantopus scaber L.",,P025222,http://coldb.mnhn.fr/catalognumber/mnhn/p/p025222,http://imager.mnhn.fr/imager3/w400/media/1441343138073WM5zbcoIj8Ud81NL,,"Quarré, P.",PreservedSpecimen,MNHN,P,Congo belge,cd,,,,"Mine de Luiswishi, Elisabethville",,,1939,5217,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P025222.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P025222.jpg,http://mediaphoto.mnhn.fr/media/1441343138073WM5zbcoIj8Ud81NL
Fabaceae,Vaughania,interrupta,,"Vaughania interrupta Du Puy, Labat & Schrire","Du Puy, Labat & Schrire",,,"Du Puy, Labat & Schrire","
Vaughania interrupta Du Puy, Labat & Schrire",,P0002229,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0002229,http://imager.mnhn.fr/imager3/w400/media/1441333747892I0qHWSpBvJ4gkSxr,,"Peltier, M.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Tranoroa,-24.7,45.06667,1961-2-15,2856,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0002229.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0002229.jpg,http://mediaphoto.mnhn.fr/media/1441333747892I0qHWSpBvJ4gkSxr
Fabaceae,Tephrosia,villosa,ehrenbergiana,Tephrosia villosa (L.) Pers. subsp. ehrenbergiana (Schweinf.) Brummitt,(Schweinf.) Brummitt,subspecies,,Du Puy & Labat,"
Tephrosia villosa (L.) Pers.",,P0003172,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0003172,http://imager.mnhn.fr/imager3/w400/media/1441333771937I8xg9kbm1AzPBX5R,Reçu le 24-10-1947,"Bojer, W.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Jardin de Vincent à la Ménagerie,,,,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0003172.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0003172.jpg,http://mediaphoto.mnhn.fr/media/1441333771937I8xg9kbm1AzPBX5R
Cyperaceae,Fimbristylis,complanata,,Fimbristylis complanata (Retz.) Link,(Retz.) Link,,,Camus,"
Fimbristylis complanata (Retz.) Link",,P00038658,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00038658,http://imager.mnhn.fr/imager3/w400/media/1441312521058pMnKhIX3gThBjMgq,,"Bon, H.F.",PreservedSpecimen,MNHN,P,Vietnam,vn,,,,"Tonkin, Phuong Mai",,,1883-8-13,2221,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00038658.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00038658.jpg,http://mediaphoto.mnhn.fr/media/1441312521058pMnKhIX3gThBjMgq
Asteraceae,Senecio,umbellatus,,Senecio umbellatus L.,L.,,,,"
Senecio umbellatus L.",,P0000772,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0000772,http://imager.mnhn.fr/imager3/w400/media/1441343298196QqZJfkOJAu18ZpVE,,s.c.,PreservedSpecimen,MNHN,P,Afrique australe,za,,,,,,,,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0000772.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0000772.jpg,http://mediaphoto.mnhn.fr/media/1441343298196QqZJfkOJAu18ZpVE
Scrophulariaceae,Barthlottia,madagascariensis,,Barthlottia madagascariensis Fisch.,Fisch.,,,Fischer,"
Barthlottia madagascariensis Fisch.",,P00074104,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00074104,http://imager.mnhn.fr/imager3/w400/media/1441453543436dkdHC1YVAbrVe7BS,,Réserves Naturelles Madagascar|Rakotosori,PreservedSpecimen,MNHN,P,Madagascar,mg,,,,"District Fort-Dauphin, canton Nanililia.",,,1954-7-28,6602 rn,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00074104.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00074104.jpg,http://mediaphoto.mnhn.fr/media/1441453543436dkdHC1YVAbrVe7BS
Fabaceae,Crotalaria,hirta,,Crotalaria hirta Willd.,Willd.,,,Labat,"
Crotalaria hirta Willd.",,P0012157,http://coldb.mnhn.fr/catalognumber/mnhn/p/p0012157,http://imager.mnhn.fr/imager3/w400/media/14413354740284hYSnUkhQquUuBGy,,"Humbert, H.|Perrier de la Bâthie, H.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Environs de Majunga,-15.71667,46.31667,1924-7,2017,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P0012157.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P0012157.jpg,http://mediaphoto.mnhn.fr/media/14413354740284hYSnUkhQquUuBGy
Asteraceae,Blumea,viscosa,,Blumea viscosa (Mill.) V.M.Badillo,(Mill.) V.M.Badillo,,,,"
Blumea viscosa (Mill.) V.M.Badillo",,P033092,http://coldb.mnhn.fr/catalognumber/mnhn/p/p033092,http://imager.mnhn.fr/imager3/w400/media/1441341078561frNWvijivr2H5OVZ,,"Raynal, J.|Raynal, A.",PreservedSpecimen,MNHN,P,Sénégal,sn,,,,"Wayembane, rive N du lac Retba, 3 km N de Gouye Guével",,,1961-5-1,7049,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P033092.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P033092.jpg,http://mediaphoto.mnhn.fr/media/1441341078561frNWvijivr2H5OVZ
Cyperaceae,Fimbristylis,sericea,,Fimbristylis sericea (Poir.) R.Br.,(Poir.) R.Br.,,,Camus,"
Fimbristylis sericea (Poir.) R.Br.",,P00051364,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00051364,http://imager.mnhn.fr/imager3/w400/media/1441315823798URxkExzJA6D2buEb,,"Germain, M.",PreservedSpecimen,MNHN,P,Indochine,vn,,,,"Cochinchine, Poulo-Condor",,,,10,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00051364.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00051364.jpg,http://mediaphoto.mnhn.fr/media/1441315823798URxkExzJA6D2buEb
Fabaceae,Dalbergia,greveana,,Dalbergia greveana Baill.,Baill.,,,Bosser,"
Dalbergia greveana Baill.",,P00064306,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00064306,http://imager.mnhn.fr/imager3/w400/media/1441335143540VDYz4FkkK7DQxNAb,,Service Forestier Madagascar,PreservedSpecimen,MNHN,P,Madagascar,mg,,,,Forêt de Marohogo - Majunga,-15.73333,46.46667,1954-5,10239 SF,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00064306.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00064306.jpg,http://mediaphoto.mnhn.fr/media/1441335143540VDYz4FkkK7DQxNAb
Cyperaceae,Fimbristylis,eragrostis,,Fimbristylis eragrostis (Nees) Hance,(Nees) Hance,,,,"
Fimbristylis eragrostis (Nees) Hance",,P00045244,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00045244,http://imager.mnhn.fr/imager3/w400/media/1441314389220cSgYrdv4lUi6EsCf,,"Niyomdham, C.|Sriboonm, D.",PreservedSpecimen,MNHN,P,Thailande,th,,,,"Kok Mai Ruea, Tak Bai, Narathiwat",,,1987-9-9,1575,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00045244.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00045244.jpg,http://mediaphoto.mnhn.fr/media/1441314389220cSgYrdv4lUi6EsCf
Solanaceae,Solanum,lasiocarpum,involucratum,Solanum lasiocarpum Dunal var. involucratum Nees,Nees,varietas,,Dy Phon,"
Solanum lasiocarpum Dunal",,P00055960,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00055960,http://imager.mnhn.fr/imager3/w400/media/1441364330629CqV8VTkQjArFw98M,,"Pierre, L.",PreservedSpecimen,MNHN,P,Indochine,vn,,,,Chaudoc,,,1867,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00055960.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00055960.jpg,http://mediaphoto.mnhn.fr/media/1441364330629CqV8VTkQjArFw98M
Phyllanthaceae,Phyllanthus,balansaeanus,glaber,Phyllanthus balansaeanus Guillaumin var. glaber M.Schmid,M.Schmid,varietas,,Schmid,,holotype,P00066037,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00066037,http://imager.mnhn.fr/imager3/w400/media/1442805994680HFufSRaLB7rRkSJf,,"MacKee, H.S.",PreservedSpecimen,MNHN,P,Nouvelle-Calédonie,nc,,,,La Coulée,-22.23583,166.58389,1972-2-11,24977,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00066037.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00066037.jpg,http://mediaphoto.mnhn.fr/media/1442805994680HFufSRaLB7rRkSJf
Malvaceae,Carpodiptera,africana,,Carpodiptera africana Mast.,Mast.,,,Capuron,"
Carpodiptera boivini Baill.",,P00077798,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00077798,http://imager.mnhn.fr/imager3/w400/media/1524127271057cqAjPe7C4ln3w4ch,,"Boivin, L.H.",PreservedSpecimen,MNHN,P,Comores,yt,,,,"Mayotte: bords de la mer dans la baie de Longoni, Bandelli.",,,1847-7,3391,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00077798.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00077798.jpg,http://mediaphoto.mnhn.fr/media/1441340263126zkFzFHuN67Adcn0w
Asteraceae,Felicia,dentata,,Felicia dentata (A.Rich.) Dandy,(A.Rich.) Dandy,,,,"
Felicia dentata (A.Rich.) Dandy",,P029293,http://coldb.mnhn.fr/catalognumber/mnhn/p/p029293,http://imager.mnhn.fr/imager3/w400/media/1441343773985T5DrLlJ6n5GvQgT2,,"Schimper, W.",PreservedSpecimen,MNHN,P,Ethiopie,et,,,,Thasa,,,1854-9-5,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P029293.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P029293.jpg,http://mediaphoto.mnhn.fr/media/1441343773985T5DrLlJ6n5GvQgT2
Asteraceae,Synedrella,nodiflora,,Synedrella nodiflora (L.) Gaertn.,(L.) Gaertn.,,,,"
Synedrella nodiflora (L.) Gaertn.",,P00073519,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00073519,http://imager.mnhn.fr/imager3/w400/media/1441343395458j7ZPHqy17yiqnsdN,,"Rowland, J.W.",PreservedSpecimen,MNHN,P,Nigeria,ng,,,,W Lagos,,,,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00073519.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00073519.jpg,http://mediaphoto.mnhn.fr/media/1441343395458j7ZPHqy17yiqnsdN
Caryophyllaceae,Dianthus,pontederae,,Dianthus pontederae A.Kern.,A.Kern.,,,Sag,"
Dianthus pontederae A.Kern.",,P00043087,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00043087,http://imager.mnhn.fr/imager3/w400/media/1441408978584oUU9AESm0g7oPkvW,,"Sag, G.",PreservedSpecimen,MNHN,P,Hongrie,hu,,,,"Nagykopaszhegy, près de Tokaj",,,1984-9-4,1200,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00043087.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00043087.jpg,http://mediaphoto.mnhn.fr/media/1441408978584oUU9AESm0g7oPkvW
Acanthaceae,Asystasia,schimperi,,Asystasia schimperi T.Anderson,T.Anderson,,,,"
Asystasia schimperi T.Anderson",,P00103306,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00103306,http://imager.mnhn.fr/imager3/w400/media/1441350125596ulQiMbT4mZ4icjme,,Gromier|Le Petit,PreservedSpecimen,MNHN,P,Zaïre,cd,,,,Volcans du Kivou,,,1911-4-14,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00103306.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00103306.jpg,http://mediaphoto.mnhn.fr/media/1441350125596ulQiMbT4mZ4icjme
Apocynaceae,Vincetoxicum,hirundinaria,,Vincetoxicum hirundinaria Medik.,Medik.,,,,"
Vincetoxicum officinale Moench | Vincetoxicum officinale Moench",,P00062297,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00062297,http://imager.mnhn.fr/imager3/w400/media/1441377186435qNMq0kvSieA6DDf8,,"Camus, E.G.",PreservedSpecimen,MNHN,P,France,fr,95 Val-d'Oise,,Isle-Adam (l'-),L'Isle-Adam,,,1884-7,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00062297.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00062297.jpg,http://mediaphoto.mnhn.fr/media/1441377186435qNMq0kvSieA6DDf8
Cyperaceae,Fimbristylis,complanata,,Fimbristylis complanata (Retz.) Link,(Retz.) Link,,,,"
Fimbristylis complanata (Retz.) Link",,P00038693,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00038693,http://imager.mnhn.fr/imager3/w400/media/1441312521786tytxVdK3DgqThJSd,,"Henry, A.",PreservedSpecimen,MNHN,P,Chine,cn,,,,"prov. Hupeh, Ichang",,,1888-5,4221,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00038693.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00038693.jpg,http://mediaphoto.mnhn.fr/media/1441312521786tytxVdK3DgqThJSd
Apocynaceae,Vincetoxicum,hirundinaria,,Vincetoxicum hirundinaria Medik.,Medik.,,,,"
Cynanchum medium R.Br. | Cynanchum vincetoxicum (L.) Pers.",,P00059392,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00059392,http://imager.mnhn.fr/imager3/w400/media/14413773344346WYucdPmOBjHPvPp,L'étiquette est écrite par Bouteille,Bouteille,PreservedSpecimen,MNHN,P,France,fr,95 Val-d'Oise,magny-en-vexin,Arthieul pr. Magny,Arthieul pr. Magny,,,1849,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00059392.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00059392.jpg,http://mediaphoto.mnhn.fr/media/14413773344346WYucdPmOBjHPvPp
Annonaceae,Guatteria,punctata,,Guatteria punctata (Aubl.) R.A.Howard,(Aubl.) R.A.Howard,,,Scharf,"
Guatteria sp. | Guatteria punctata (Aubl.) R.A.Howard",,P00115984,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00115984,http://imager.mnhn.fr/imager3/w400/media/1441302493166tZ6g7z36fKIniYbf,,"Oldeman, R.A.A.",PreservedSpecimen,MNHN,P,Guyane française,gf,,,,Au pied de la montagne des Trois Pitons,,,1969-8-10,b 2630,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00115984.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00115984.jpg,http://mediaphoto.mnhn.fr/media/1441302493166tZ6g7z36fKIniYbf
Lamiaceae,Salvia,verticillata,,Salvia verticillata L.,L.,,,Jovet,"
Salvia verticillata L.",,P00060750,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00060750,http://imager.mnhn.fr/imager3/w400/media/1441371203247kLaWr9vnSrSdjSPX,,"Jovet, P.",PreservedSpecimen,MNHN,P,France,fr,93 Seine-Saint-Denis,Saint-Denis,,Aubervilliers. Entre Bd. Félix Faure et Canal St-Denis,,,1921-7-9,,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00060750.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00060750.jpg,http://mediaphoto.mnhn.fr/media/1441371203247kLaWr9vnSrSdjSPX
Myrtaceae,Eugenia,thouvenotiana,,Eugenia thouvenotiana H.Perrier,H.Perrier,,"Mém.Inst.Sci.Madag.,sér.B,IV(1952),182","Taquet,Pignal et Labat",,holotype,P00118134,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00118134,http://imager.mnhn.fr/imager3/w400/media/1442339409663OxQE9SyWfEBgGpKG,,"Perrier de la Bâthie, H.",PreservedSpecimen,MNHN,P,Madagascar,mg,,,,forêt d'Analamazaotra,,,,6528,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00118134.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00118134.jpg,http://mediaphoto.mnhn.fr/media/1442339409663OxQE9SyWfEBgGpKG
Fabaceae,Vicia,grandiflora,kitaibeliana,Vicia grandiflora Scop. var. kitaibeliana Koch,Koch,varietas,,Sag,"
Vicia grandiflora Scop.",,P00036211,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00036211,http://imager.mnhn.fr/imager3/w400/media/1441352931897zEgHAI2DeKUC9FKG,,"Sag, G.",PreservedSpecimen,MNHN,P,Hongrie,hu,,,,"Kakues, Grande Plaine de Hongrie",,,1983-7,2135,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00036211.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00036211.jpg,http://mediaphoto.mnhn.fr/media/1441352931897zEgHAI2DeKUC9FKG
Arecaceae,Brongniartikentia,lanuginosa,,Brongniartikentia lanuginosa H.E.Moore,H.E.Moore,,Allertonia vol. 3 n° 5 (1984),Moore,"
Brongniartikentia lanuginosa H.E.Moore",,P00065227,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00065227,http://imager.mnhn.fr/imager3/w400/media/1441309361288w1VJNZNqNlsR9TZ1,,"Bernardi, L.",PreservedSpecimen,MNHN,P,Nouvelle-Calédonie,nc,,,,Mont Ignambi,-20.44777,164.60886,1965-7-19,10343,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00065227.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00065227.jpg,http://mediaphoto.mnhn.fr/media/1441309361288w1VJNZNqNlsR9TZ1
Asteraceae,Conyza,welwitschii,,Conyza welwitschii (S.Moore) Wild,(S.Moore) Wild,,,,"
Conyza welwitschii (S.Moore) Wild",,P031750,http://coldb.mnhn.fr/catalognumber/mnhn/p/p031750,http://imager.mnhn.fr/imager3/w400/media/1441344373703ELQnkMNaRO92qcV3,,"Borges, A.",PreservedSpecimen,MNHN,P,Angola,ao,,,,"Huila, Lubango, Sa da Bandeira, margem do Rio Mucufi",,,1971-6-13,270,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P031750.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P031750.jpg,http://mediaphoto.mnhn.fr/media/1441344373703ELQnkMNaRO92qcV3
Cyperaceae,Hypolytrum,latifolium,,Hypolytrum latifolium Rich. ex Pers.,Rich. ex Pers.,,chantier de numerisation 2010-2012,,,,P00075669,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00075669,http://imager.mnhn.fr/imager3/w400/media/1441314213326lpqSzUJzJOA1iSpT,,"Thwaites, G.H.K.",PreservedSpecimen,MNHN,P,Ceylan,lk,,,,,,,1854,219,/pools/apollon/ummisco/data/db/ecolplus/recolnat/rdf/rdf-0/P00075669.rdf,/pools/apollon/ummisco/data/db/ecolplus/recolnat/images/images-0/P00075669.jpg,http://mediaphoto.mnhn.fr/media/1441314213326lpqSzUJzJOA1iSpT
